algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
Probabilistic Counting,L=30,merge,25,10000000,0,21041998,42362,42362,0,0
Probabilistic Counting,L=30,merge,25,10000000,1,21041998,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,2,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,3,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,4,21041998,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,5,21041998,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,6,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,7,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,8,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,9,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,10,21041998,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,11,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,12,21041998,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,13,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,14,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,15,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,16,21041998,1355607,1355607,0,0
Probabilistic Counting,L=30,merge,25,10000000,17,21041998,42362,42362,0,0
Probabilistic Counting,L=30,merge,25,10000000,18,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,19,21041998,2711215,2711215,0,0
Probabilistic Counting,L=30,merge,25,10000000,20,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,21,21041998,677803,677803,0,0
Probabilistic Counting,L=30,merge,25,10000000,22,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,23,21041998,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,24,21041998,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,0,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,1,42,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,2,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,3,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,4,42,677803,677803,0,0
Probabilistic Counting,L=30,merge,25,10000000,5,42,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,6,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,7,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,8,42,677803,677803,0,0
Probabilistic Counting,L=30,merge,25,10000000,9,42,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,10,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,11,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,12,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,13,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,14,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,15,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,16,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,17,42,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,18,42,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,19,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,20,42,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,21,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,22,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,23,42,1355607,1355607,0,0
Probabilistic Counting,L=30,merge,25,10000000,24,42,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,0,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,1,137357,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,2,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,3,137357,677803,677803,0,0
Probabilistic Counting,L=30,merge,25,10000000,4,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,5,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,6,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,7,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,8,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,9,137357,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,10,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,11,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,12,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,13,137357,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,14,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,15,137357,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,16,137357,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,17,137357,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,18,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,19,137357,338901,338901,0,0
Probabilistic Counting,L=30,merge,25,10000000,20,137357,84725,84725,0,0
Probabilistic Counting,L=30,merge,25,10000000,21,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,22,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,23,137357,169450,169450,0,0
Probabilistic Counting,L=30,merge,25,10000000,24,137357,84725,84725,0,0
