algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog,"k=16,L=32",merge,25,10000000,0,21041998,201843,201843,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,1,21041998,201791,201791,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,2,21041998,201916,201916,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,3,21041998,200449,200449,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,4,21041998,200337,200337,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,5,21041998,200338,200338,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,6,21041998,200028,200028,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,7,21041998,199589,199589,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,8,21041998,200872,200872,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,9,21041998,200909,200909,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,10,21041998,199830,199830,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,11,21041998,199800,199800,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,12,21041998,201063,201063,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,13,21041998,201809,201809,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,14,21041998,200845,200845,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,15,21041998,201251,201251,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,16,21041998,200749,200749,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,17,21041998,200550,200550,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,18,21041998,200853,200853,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,19,21041998,199563,199563,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,20,21041998,200640,200640,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,21,21041998,201183,201183,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,22,21041998,200849,200849,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,23,21041998,201962,201962,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,24,21041998,199859,199859,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,0,42,198331,198331,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,1,42,201356,201356,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,2,42,200111,200111,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,3,42,202048,202048,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,4,42,200412,200412,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,5,42,201631,201631,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,6,42,200456,200456,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,7,42,200103,200103,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,8,42,199960,199960,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,9,42,200438,200438,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,10,42,200516,200516,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,11,42,200843,200843,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,12,42,200645,200645,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,13,42,201671,201671,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,14,42,200590,200590,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,15,42,200287,200287,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,16,42,200406,200406,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,17,42,200220,200220,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,18,42,200807,200807,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,19,42,202037,202037,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,20,42,200508,200508,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,21,42,201161,201161,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,22,42,201561,201561,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,23,42,200740,200740,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,24,42,199937,199937,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,0,137357,201623,201623,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,1,137357,200884,200884,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,2,137357,201268,201268,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,3,137357,200453,200453,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,4,137357,200975,200975,0,0
HyperLogLog,"k=16,L=32",merge,25,10000000,5,137357,200387,200387,0,0
