algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=2,streaming,50,10000000,1,100000,21041998,1,1.56,0.2514285714,0.5014265364,nan,0.5014265364,0.56,0.56,0.56,0.56,0.7483314774,0.56
Probabilistic Counting,L=2,streaming,50,10000000,102,100000,21041998,101.94,5,0,0,nan,0,-96.94,96.94,-0.9509515401,0.9509512716,96.9402909,96.94
Probabilistic Counting,L=2,streaming,50,10000000,203,100000,21041998,202.82,5,0,0,nan,0,-197.82,197.82,-0.9753475989,0.9753475101,197.8203731,197.82
Probabilistic Counting,L=2,streaming,50,10000000,304,100000,21041998,303.58,5,0,0,nan,0,-298.58,298.58,-0.9835298768,0.9835298189,298.5805419,298.58
Probabilistic Counting,L=2,streaming,50,10000000,405,100000,21041998,404.32,5,0,0,nan,0,-399.32,399.32,-0.9876335576,0.9876335047,399.3208735,399.32
Probabilistic Counting,L=2,streaming,50,10000000,506,100000,21041998,504.82,5,0,0,nan,0,-499.82,499.82,-0.9900954796,0.9900954271,499.8213481,499.82
Probabilistic Counting,L=2,streaming,50,10000000,607,100000,21041998,605.08,5,0,0,nan,0,-600.08,600.08,-0.9917366299,0.9917365957,600.0812612,600.08
Probabilistic Counting,L=2,streaming,50,10000000,708,100000,21041998,705.44,5,0,0,nan,0,-700.44,700.44,-0.992912225,0.9929122004,700.4412324,700.44
Probabilistic Counting,L=2,streaming,50,10000000,809,100000,21041998,805.7,5,0,0,nan,0,-800.7,800.7,-0.9937942162,0.9937941931,800.7015049,800.7
Probabilistic Counting,L=2,streaming,50,10000000,910,100000,21041998,905.86,5,0,0,nan,0,-900.86,900.86,-0.9944803833,0.9944803669,900.8613545,900.86
Probabilistic Counting,L=2,streaming,50,10000000,1011,100000,21041998,1005.92,5,0,0,nan,0,-1000.92,1000.92,-0.9950294258,0.9950294138,1000.921216,1000.92
Probabilistic Counting,L=2,streaming,50,10000000,1112,100000,21041998,1105.9,5,0,0,nan,0,-1100.9,1100.9,-0.9954787956,0.9954787832,1100.901512,1100.9
Probabilistic Counting,L=2,streaming,50,10000000,1213,100000,21041998,1205.92,5,0,0,nan,0,-1200.92,1200.92,-0.995853788,0.9958537749,1200.921913,1200.92
Probabilistic Counting,L=2,streaming,50,10000000,1314,100000,21041998,1305.76,5,0,0,nan,0,-1300.76,1300.76,-0.9961708124,0.9961707988,1300.76233,1300.76
Probabilistic Counting,L=2,streaming,50,10000000,1415,100000,21041998,1405.64,5,0,0,nan,0,-1400.64,1400.64,-0.9964429015,0.9964428902,1400.642238,1400.64
Probabilistic Counting,L=2,streaming,50,10000000,1516,100000,21041998,1504.76,5,0,0,nan,0,-1499.76,1499.76,-0.996677211,0.9966771991,1499.762688,1499.76
Probabilistic Counting,L=2,streaming,50,10000000,1617,100000,21041998,1604.2,5,0,0,nan,0,-1599.2,1599.2,-0.9968831816,0.9968831709,1599.202764,1599.2
Probabilistic Counting,L=2,streaming,50,10000000,1718,100000,21041998,1703.48,5,0,0,nan,0,-1698.48,1698.48,-0.997064832,0.9970648214,1698.483076,1698.48
Probabilistic Counting,L=2,streaming,50,10000000,1819,100000,21041998,1802.54,5,0,0,nan,0,-1797.54,1797.54,-0.9972261365,0.9972261246,1797.543863,1797.54
Probabilistic Counting,L=2,streaming,50,10000000,1920,100000,21041998,1901.64,5,0,0,nan,0,-1896.64,1896.64,-0.9973706906,0.9973706793,1896.644078,1896.64
Probabilistic Counting,L=2,streaming,50,10000000,2021,100000,21041998,2000.62,5,0,0,nan,0,-1995.62,1995.62,-0.9975007748,0.9975007647,1995.624048,1995.62
Probabilistic Counting,L=2,streaming,50,10000000,2122,100000,21041998,2099.72,5,0,0,nan,0,-2094.72,2094.72,-0.9976187301,0.9976187202,2094.724392,2094.72
Probabilistic Counting,L=2,streaming,50,10000000,2223,100000,21041998,2198.86,5,0,0,nan,0,-2193.86,2193.86,-0.9977260944,0.9977260842,2193.864968,2193.86
Probabilistic Counting,L=2,streaming,50,10000000,2324,100000,21041998,2297.72,5,0,0,nan,0,-2292.72,2292.72,-0.9978239298,0.9978239201,2292.72513,2292.72
Probabilistic Counting,L=2,streaming,50,10000000,2425,100000,21041998,2396.78,5,0,0,nan,0,-2391.78,2391.78,-0.9979138678,0.997913859,2391.785053,2391.78
Probabilistic Counting,L=2,streaming,50,10000000,2526,100000,21041998,2495.08,5,0,0,nan,0,-2490.08,2490.08,-0.9979960562,0.9979960475,2490.085452,2490.08
Probabilistic Counting,L=2,streaming,50,10000000,2627,100000,21041998,2593.8,5,0,0,nan,0,-2588.8,2588.8,-0.9980723263,0.9980723175,2588.805972,2588.8
Probabilistic Counting,L=2,streaming,50,10000000,2728,100000,21041998,2691.98,5,0,0,nan,0,-2686.98,2686.98,-0.9981426311,0.9981426232,2686.98569,2686.98
Probabilistic Counting,L=2,streaming,50,10000000,2829,100000,21041998,2790.26,5,0,0,nan,0,-2785.26,2785.26,-0.9982080523,0.9982080448,2785.265808,2785.26
Probabilistic Counting,L=2,streaming,50,10000000,2930,100000,21041998,2888.28,5,0,0,nan,0,-2883.28,2883.28,-0.9982688659,0.9982688585,2883.28616,2883.28
Probabilistic Counting,L=2,streaming,50,10000000,3031,100000,21041998,2986.48,5,0,0,nan,0,-2981.48,2981.48,-0.9983257882,0.9983257812,2981.486247,2981.48
Probabilistic Counting,L=2,streaming,50,10000000,3132,100000,21041998,3084.3,5,0,0,nan,0,-3079.3,3079.3,-0.9983788866,0.9983788803,3079.305996,3079.3
Probabilistic Counting,L=2,streaming,50,10000000,3233,100000,21041998,3182.08,5,0,0,nan,0,-3177.08,3177.08,-0.9984287007,0.9984286953,3177.085513,3177.08
Probabilistic Counting,L=2,streaming,50,10000000,3334,100000,21041998,3279.72,5,0,0,nan,0,-3274.72,3274.72,-0.9984754796,0.9984754744,3274.725643,3274.72
