algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog,"k=15,L=32",merge,25,10000000,0,21041998,200102,200102,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,1,21041998,199724,199724,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,2,21041998,198941,198941,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,3,21041998,198284,198284,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,4,21041998,198692,198692,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,5,21041998,197571,197571,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,6,21041998,198899,198899,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,7,21041998,196617,196617,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,8,21041998,200169,200169,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,9,21041998,198270,198270,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,10,21041998,196683,196683,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,11,21041998,198037,198037,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,12,21041998,197982,197982,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,13,21041998,201104,201104,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,14,21041998,198558,198558,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,15,21041998,198490,198490,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,16,21041998,198711,198711,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,17,21041998,197740,197740,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,18,21041998,199174,199174,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,19,21041998,198774,198774,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,20,21041998,199223,199223,0,0
HyperLogLog,"k=15,L=32",merge,25,10000000,21,21041998,198047,198047,0,0
