algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=6,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.13,0,0,0,0,0,0,0
HyperLogLog,"k=6,L=32",streaming,50,10000000,102,100000,21041998,101.94,104.18,141.7832653,11.90727783,0.13,0.1168067278,2.24,2.24,0.02197371003,0.09612114153,12.00833044,9.8
HyperLogLog,"k=6,L=32",streaming,50,10000000,203,100000,21041998,202.82,206.1,525.3571429,22.92067065,0.13,0.1130099134,3.28,3.28,0.01617197515,0.08261620251,22.88143352,16.76
HyperLogLog,"k=6,L=32",streaming,50,10000000,304,100000,21041998,303.58,306.16,1576.994286,39.71138736,0.13,0.1308102884,2.58,2.58,0.008498583569,0.108507137,39.41344948,32.94
HyperLogLog,"k=6,L=32",streaming,50,10000000,405,100000,21041998,404.32,411.22,3010.460816,54.8676664,0.13,0.1357035675,6.9,6.9,0.01706569054,0.1097800736,54.8009124,44.38
HyperLogLog,"k=6,L=32",streaming,50,10000000,506,100000,21041998,504.82,509.24,3943.32898,62.79593123,0.13,0.1243927167,4.42,4.42,0.008755596054,0.09452606067,62.45078062,47.7
HyperLogLog,"k=6,L=32",streaming,50,10000000,607,100000,21041998,605.08,629.12,5855.658776,76.52227634,0.13,0.1264663786,24.04,24.04,0.0397302836,0.1022051308,79.41309716,61.84
HyperLogLog,"k=6,L=32",streaming,50,10000000,708,100000,21041998,705.44,726.32,6607.283265,81.28519709,0.13,0.1152262376,20.88,20.88,0.02959854842,0.09133762733,83.18365224,64.44
HyperLogLog,"k=6,L=32",streaming,50,10000000,809,100000,21041998,805.7,822.98,10489.73429,102.4194039,0.13,0.1271185353,17.28,17.28,0.02144718878,0.1035427492,102.9199689,83.4
HyperLogLog,"k=6,L=32",streaming,50,10000000,910,100000,21041998,905.86,918.86,11716.16367,108.2412291,0.13,0.1194900195,13,13,0.01435100347,0.09751692002,107.5882893,88.32
HyperLogLog,"k=6,L=32",streaming,50,10000000,1011,100000,21041998,1005.92,1019.64,15244.60245,123.4690344,0.13,0.1227423994,13.72,13.72,0.01363925561,0.09917189949,122.7009372,99.76
HyperLogLog,"k=6,L=32",streaming,50,10000000,1112,100000,21041998,1105.9,1106.8,18674.61224,136.655085,0.13,0.1235691156,0.9,0.9,0.0008138168008,0.0977792453,135.0754604,108.14
HyperLogLog,"k=6,L=32",streaming,50,10000000,1213,100000,21041998,1205.92,1204.32,18662.58939,136.6110881,0.13,0.1132837071,-1.6,1.6,-0.001326787847,0.0907366167,135.1513226,109.4
HyperLogLog,"k=6,L=32",streaming,50,10000000,1314,100000,21041998,1305.76,1292.3,20041.31633,141.5673561,0.13,0.1084175929,-13.46,13.46,-0.01030817302,0.09009606985,141.0084395,117.62
HyperLogLog,"k=6,L=32",streaming,50,10000000,1415,100000,21041998,1405.64,1387.44,29060.37388,170.4710353,0.13,0.1212764544,-18.2,18.2,-0.01294783871,0.09847785605,169.9049146,138.44
HyperLogLog,"k=6,L=32",streaming,50,10000000,1516,100000,21041998,1504.76,1488.54,26430.0902,162.5733379,0.13,0.1080393803,-16.22,16.22,-0.01077912757,0.08779229882,162.2704533,132.14
HyperLogLog,"k=6,L=32",streaming,50,10000000,1617,100000,21041998,1604.2,1602.08,36780.15673,191.7815339,0.13,0.1195496409,-2.12,2.12,-0.001321530981,0.09132650957,190.3141613,146.52
HyperLogLog,"k=6,L=32",streaming,50,10000000,1718,100000,21041998,1703.48,1690.06,42566.38408,206.3162235,0.13,0.1211145558,-13.42,13.42,-0.007877990936,0.09503525174,205.4972019,161.9
HyperLogLog,"k=6,L=32",streaming,50,10000000,1819,100000,21041998,1802.54,1786.64,47873.37796,218.7998582,0.13,0.1213841902,-15.9,15.9,-0.008820886083,0.09263347312,217.5134479,166.98
HyperLogLog,"k=6,L=32",streaming,50,10000000,1920,100000,21041998,1901.64,1889.56,43655.80245,208.9397101,0.13,0.1098734303,-12.08,12.08,-0.006352411603,0.08486932402,207.3515855,161.4
HyperLogLog,"k=6,L=32",streaming,50,10000000,2021,100000,21041998,2000.62,2011.82,55948.64041,236.5346495,0.13,0.1182306732,11.2,11.2,0.005598264538,0.09115048699,234.238084,182.4
HyperLogLog,"k=6,L=32",streaming,50,10000000,2122,100000,21041998,2099.72,2115.4,76318.20408,276.257496,0.13,0.1315687311,15.68,15.68,0.007467662355,0.1022093785,273.6597157,214.64
