algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=12,merge,25,10000000,0,21041998,202762,202762,0,0
HyperLogLog++,k=12,merge,25,10000000,1,21041998,199625,199625,0,0
HyperLogLog++,k=12,merge,25,10000000,2,21041998,195428,195428,0,0
HyperLogLog++,k=12,merge,25,10000000,3,21041998,200108,200108,0,0
HyperLogLog++,k=12,merge,25,10000000,4,21041998,196131,196131,0,0
HyperLogLog++,k=12,merge,25,10000000,5,21041998,190900,190900,0,0
HyperLogLog++,k=12,merge,25,10000000,6,21041998,196634,196634,0,0
HyperLogLog++,k=12,merge,25,10000000,7,21041998,202083,202083,0,0
HyperLogLog++,k=12,merge,25,10000000,8,21041998,195758,195758,0,0
HyperLogLog++,k=12,merge,25,10000000,9,21041998,196277,196277,0,0
HyperLogLog++,k=12,merge,25,10000000,10,21041998,194476,194476,0,0
HyperLogLog++,k=12,merge,25,10000000,11,21041998,197582,197582,0,0
HyperLogLog++,k=12,merge,25,10000000,12,21041998,196234,196234,0,0
HyperLogLog++,k=12,merge,25,10000000,13,21041998,204902,204902,0,0
HyperLogLog++,k=12,merge,25,10000000,14,21041998,197665,197665,0,0
HyperLogLog++,k=12,merge,25,10000000,15,21041998,198942,198942,0,0
HyperLogLog++,k=12,merge,25,10000000,16,21041998,202041,202041,0,0
HyperLogLog++,k=12,merge,25,10000000,17,21041998,204321,204321,0,0
HyperLogLog++,k=12,merge,25,10000000,18,21041998,198777,198777,0,0
HyperLogLog++,k=12,merge,25,10000000,19,21041998,201855,201855,0,0
HyperLogLog++,k=12,merge,25,10000000,20,21041998,194999,194999,0,0
HyperLogLog++,k=12,merge,25,10000000,21,21041998,191479,191479,0,0
HyperLogLog++,k=12,merge,25,10000000,22,21041998,199377,199377,0,0
HyperLogLog++,k=12,merge,25,10000000,23,21041998,195529,195529,0,0
HyperLogLog++,k=12,merge,25,10000000,24,21041998,200715,200715,0,0
HyperLogLog++,k=12,merge,25,10000000,0,42,196082,196082,0,0
HyperLogLog++,k=12,merge,25,10000000,1,42,198552,198552,0,0
HyperLogLog++,k=12,merge,25,10000000,2,42,196128,196128,0,0
HyperLogLog++,k=12,merge,25,10000000,3,42,203024,203024,0,0
HyperLogLog++,k=12,merge,25,10000000,4,42,193024,193024,0,0
HyperLogLog++,k=12,merge,25,10000000,5,42,194935,194935,0,0
HyperLogLog++,k=12,merge,25,10000000,6,42,202420,202420,0,0
HyperLogLog++,k=12,merge,25,10000000,7,42,197945,197945,0,0
HyperLogLog++,k=12,merge,25,10000000,8,42,194809,194809,0,0
HyperLogLog++,k=12,merge,25,10000000,9,42,195636,195636,0,0
HyperLogLog++,k=12,merge,25,10000000,10,42,189696,189696,0,0
HyperLogLog++,k=12,merge,25,10000000,11,42,200471,200471,0,0
HyperLogLog++,k=12,merge,25,10000000,12,42,201146,201146,0,0
