algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=7,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.09192388155,0,0,0,0,0,0,0
HyperLogLog,"k=7,L=32",streaming,50,10000000,102,100000,21041998,101.94,102.22,48.13428571,6.937887698,0.09192388155,0.06805854128,0.28,0.28,0.002746713753,0.05650359154,6.85857128,5.76
HyperLogLog,"k=7,L=32",streaming,50,10000000,203,100000,21041998,202.82,205.16,394.1371429,19.85288752,0.09192388155,0.0978842694,2.34,2.34,0.01153732374,0.07663024923,19.75398694,15.54
HyperLogLog,"k=7,L=32",streaming,50,10000000,304,100000,21041998,303.58,310.18,945.1302041,30.74296999,0.09192388155,0.1012681006,6.6,6.6,0.02174056262,0.0872321559,31.12041131,26.48
HyperLogLog,"k=7,L=32",streaming,50,10000000,405,100000,21041998,404.32,411.12,774.8016327,27.8352588,0.09192388155,0.06884462506,6.8,6.8,0.01681836169,0.05698596717,28.37252192,23.04
HyperLogLog,"k=7,L=32",streaming,50,10000000,506,100000,21041998,504.82,510.1,1389.806122,37.28010357,0.09192388155,0.07384830944,5.28,5.28,0.01045917357,0.0600636389,37.2231111,30.32
HyperLogLog,"k=7,L=32",streaming,50,10000000,607,100000,21041998,605.08,619.26,2365.788163,48.63936845,0.09192388155,0.08038502091,14.18,14.18,0.0234349177,0.06585325373,49.89007917,39.86
HyperLogLog,"k=7,L=32",streaming,50,10000000,708,100000,21041998,705.44,721.08,3062.401633,55.33897029,0.09192388155,0.07844603409,15.64,15.64,0.02217056022,0.06321211336,56.91853828,44.6
HyperLogLog,"k=7,L=32",streaming,50,10000000,809,100000,21041998,805.7,822.52,4772.948571,69.08652959,0.09192388155,0.0857472131,16.82,16.82,0.02087625667,0.07073785511,70.4234336,56.98
HyperLogLog,"k=7,L=32",streaming,50,10000000,910,100000,21041998,905.86,919.84,5369.933061,73.27982711,0.09192388155,0.08089531176,13.98,13.98,0.01543284834,0.06399995674,73.50931914,57.98
HyperLogLog,"k=7,L=32",streaming,50,10000000,1011,100000,21041998,1005.92,1018.86,6183.918776,78.63789656,0.09192388155,0.07817509997,12.94,12.94,0.01286384603,0.06303962534,78.71708836,63.42
HyperLogLog,"k=7,L=32",streaming,50,10000000,1112,100000,21041998,1105.9,1116.44,9901.026939,99.50390414,0.09192388155,0.08997549881,10.54,10.54,0.009530698978,0.07106269143,99.11054434,78.58
HyperLogLog,"k=7,L=32",streaming,50,10000000,1213,100000,21041998,1205.92,1223.14,13484.36776,116.1222104,0.09192388155,0.09629346095,17.22,17.22,0.0142795542,0.08083184991,116.2861127,97.46
HyperLogLog,"k=7,L=32",streaming,50,10000000,1314,100000,21041998,1305.76,1316.44,14785.72082,121.5965494,0.09192388155,0.09312319979,10.68,10.68,0.008179144713,0.07819238492,121.0120655,102.08
HyperLogLog,"k=7,L=32",streaming,50,10000000,1415,100000,21041998,1405.64,1415.78,20361.60367,142.6940912,0.09192388155,0.1015153889,10.14,10.14,0.007213795851,0.08290363899,141.7032815,116.54
HyperLogLog,"k=7,L=32",streaming,50,10000000,1516,100000,21041998,1504.76,1510.06,22619.9351,150.3992523,0.09192388155,0.09994899674,5.3,5.3,0.003522156357,0.07936878416,149.048784,119.46
HyperLogLog,"k=7,L=32",streaming,50,10000000,1617,100000,21041998,1604.2,1614.46,24999.51878,158.1123612,0.09192388155,0.09856150183,10.26,10.26,0.006395711258,0.07791032511,156.8253168,124.98
HyperLogLog,"k=7,L=32",streaming,50,10000000,1718,100000,21041998,1703.48,1716.02,33401.40776,182.7605202,0.09192388155,0.1072865665,12.54,12.54,0.007361401367,0.0821792178,181.314037,140.02
HyperLogLog,"k=7,L=32",streaming,50,10000000,1819,100000,21041998,1802.54,1806.54,38817.96776,197.0227595,0.09192388155,0.1093028501,4,4,0.002219090838,0.0840575104,194.8461958,151.56
HyperLogLog,"k=7,L=32",streaming,50,10000000,1920,100000,21041998,1901.64,1903.74,35576.52286,188.6173981,0.09192388155,0.09918670099,2.1,2.1,0.001104309964,0.07905017096,186.3352355,150.38
HyperLogLog,"k=7,L=32",streaming,50,10000000,2021,100000,21041998,2000.62,2008.22,42057.03224,205.0781125,0.09192388155,0.102507279,7.6,7.6,0.003798822365,0.0808804606,202.7946745,161.84
HyperLogLog,"k=7,L=32",streaming,50,10000000,2122,100000,21041998,2099.72,2096.06,44167.73102,210.1612025,0.09192388155,0.1000901084,-3.66,3.66,-0.001743089555,0.08144161607,207.7134083,171.06
HyperLogLog,"k=7,L=32",streaming,50,10000000,2223,100000,21041998,2198.86,2188.2,45056.93878,212.2661979,0.09192388155,0.09653465792,-10.66,10.66,-0.004847966674,0.07700478749,210.1023084,169.38
HyperLogLog,"k=7,L=32",streaming,50,10000000,2324,100000,21041998,2297.72,2276.18,51787.8649,227.5694727,0.09192388155,0.09904142919,-21.54,21.54,-0.009374510384,0.07920613004,225.6761839,182.06
HyperLogLog,"k=7,L=32",streaming,50,10000000,2425,100000,21041998,2396.78,2372.82,67295.66082,259.4140721,0.09192388155,0.1082344112,-23.96,23.96,-0.009996745634,0.08518749255,257.4350403,204.24
