algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog++,k=16,streaming,50,10000000,1,100000,21041998,1,1,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog++,k=16,streaming,50,10000000,102,100000,21041998,101.94,101.94,0.05755102041,0.2398979375,0.0040625,0.002353324872,-1.421085472e-14,1.421085472e-14,-1.394041075e-16,0,0,0
HyperLogLog++,k=16,streaming,50,10000000,203,100000,21041998,202.82,202.82,0.1506122449,0.3880879345,0.0040625,0.001913459888,-5.684341886e-14,5.684341886e-14,-2.802653528e-16,0,0,0
HyperLogLog++,k=16,streaming,50,10000000,304,100000,21041998,303.58,303.58,0.3302040816,0.5746338675,0.0040625,0.001892858118,5.684341886e-14,5.684341886e-14,1.872436223e-16,0,0,0
HyperLogLog++,k=16,streaming,50,10000000,405,100000,21041998,404.32,404.32,0.7118367347,0.8437041749,0.0040625,0.00208672382,0,0,0,0,0,0
HyperLogLog++,k=16,streaming,50,10000000,506,100000,21041998,504.82,504.8,1.428571429,1.195228609,0.0040625,0.002367633234,-0.02,0.02,-3.961808169e-05,3.968253968e-05,0.1414213562,0.02
HyperLogLog++,k=16,streaming,50,10000000,607,100000,21041998,605.08,605.06,1.608571429,1.268294693,0.0040625,0.002096077697,-0.02,0.02,-3.305348053e-05,3.311258278e-05,0.1414213562,0.02
HyperLogLog++,k=16,streaming,50,10000000,708,100000,21041998,705.44,705.42,1.799591837,1.341488664,0.0040625,0.001901633965,-0.02,0.02,-2.835110002e-05,2.836879433e-05,0.1414213562,0.02
HyperLogLog++,k=16,streaming,50,10000000,809,100000,21041998,805.7,805.68,2.466938776,1.570649157,0.0040625,0.001949421816,-0.02,0.02,-2.482313516e-05,2.481389578e-05,0.1414213562,0.02
HyperLogLog++,k=16,streaming,50,10000000,910,100000,21041998,905.86,905.82,2.477142857,1.57389417,0.0040625,0.001737458514,-0.04,0.04,-4.415693374e-05,4.412577184e-05,0.2,0.04
HyperLogLog++,k=16,streaming,50,10000000,1011,100000,21041998,1005.92,1005.88,2.434285714,1.560219765,0.0040625,0.001551037622,-0.04,0.04,-3.976459361e-05,3.972194638e-05,0.2,0.04
