algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=16,merge,25,10000000,0,21041998,200127,200127,0,0
HyperLogLog++,k=16,merge,25,10000000,1,21041998,200075,200075,0,0
HyperLogLog++,k=16,merge,25,10000000,2,21041998,200200,200200,0,0
HyperLogLog++,k=16,merge,25,10000000,3,21041998,198664,198664,0,0
HyperLogLog++,k=16,merge,25,10000000,4,21041998,198552,198552,0,0
HyperLogLog++,k=16,merge,25,10000000,5,21041998,198553,198553,0,0
HyperLogLog++,k=16,merge,25,10000000,6,21041998,198174,198174,0,0
HyperLogLog++,k=16,merge,25,10000000,7,21041998,197734,197734,0,0
HyperLogLog++,k=16,merge,25,10000000,8,21041998,199087,199087,0,0
HyperLogLog++,k=16,merge,25,10000000,9,21041998,199124,199124,0,0
HyperLogLog++,k=16,merge,25,10000000,10,21041998,197976,197976,0,0
HyperLogLog++,k=16,merge,25,10000000,11,21041998,197945,197945,0,0
HyperLogLog++,k=16,merge,25,10000000,12,21041998,199278,199278,0,0
HyperLogLog++,k=16,merge,25,10000000,13,21041998,200093,200093,0,0
HyperLogLog++,k=16,merge,25,10000000,14,21041998,199060,199060,0,0
HyperLogLog++,k=16,merge,25,10000000,15,21041998,199466,199466,0,0
HyperLogLog++,k=16,merge,25,10000000,16,21041998,198964,198964,0,0
HyperLogLog++,k=16,merge,25,10000000,17,21041998,198766,198766,0,0
HyperLogLog++,k=16,merge,25,10000000,18,21041998,199069,199069,0,0
HyperLogLog++,k=16,merge,25,10000000,19,21041998,197709,197709,0,0
HyperLogLog++,k=16,merge,25,10000000,20,21041998,198855,198855,0,0
HyperLogLog++,k=16,merge,25,10000000,21,21041998,199398,199398,0,0
HyperLogLog++,k=16,merge,25,10000000,22,21041998,199064,199064,0,0
HyperLogLog++,k=16,merge,25,10000000,23,21041998,200246,200246,0,0
HyperLogLog++,k=16,merge,25,10000000,24,21041998,198005,198005,0,0
HyperLogLog++,k=16,merge,25,10000000,0,42,196403,196403,0,0
HyperLogLog++,k=16,merge,25,10000000,1,42,199571,199571,0,0
HyperLogLog++,k=16,merge,25,10000000,2,42,198326,198326,0,0
HyperLogLog++,k=16,merge,25,10000000,3,42,200332,200332,0,0
HyperLogLog++,k=16,merge,25,10000000,4,42,198627,198627,0,0
HyperLogLog++,k=16,merge,25,10000000,5,42,199846,199846,0,0
HyperLogLog++,k=16,merge,25,10000000,6,42,198672,198672,0,0
HyperLogLog++,k=16,merge,25,10000000,7,42,198318,198318,0,0
HyperLogLog++,k=16,merge,25,10000000,8,42,198106,198106,0,0
HyperLogLog++,k=16,merge,25,10000000,9,42,198653,198653,0,0
HyperLogLog++,k=16,merge,25,10000000,10,42,198731,198731,0,0
HyperLogLog++,k=16,merge,25,10000000,11,42,199058,199058,0,0
HyperLogLog++,k=16,merge,25,10000000,12,42,198860,198860,0,0
HyperLogLog++,k=16,merge,25,10000000,13,42,199955,199955,0,0
HyperLogLog++,k=16,merge,25,10000000,14,42,198805,198805,0,0
HyperLogLog++,k=16,merge,25,10000000,15,42,198502,198502,0,0
HyperLogLog++,k=16,merge,25,10000000,16,42,198621,198621,0,0
HyperLogLog++,k=16,merge,25,10000000,17,42,198435,198435,0,0
HyperLogLog++,k=16,merge,25,10000000,18,42,199022,199022,0,0
HyperLogLog++,k=16,merge,25,10000000,19,42,200321,200321,0,0
HyperLogLog++,k=16,merge,25,10000000,20,42,198723,198723,0,0
HyperLogLog++,k=16,merge,25,10000000,21,42,199376,199376,0,0
HyperLogLog++,k=16,merge,25,10000000,22,42,199776,199776,0,0
HyperLogLog++,k=16,merge,25,10000000,23,42,198955,198955,0,0
HyperLogLog++,k=16,merge,25,10000000,24,42,198083,198083,0,0
HyperLogLog++,k=16,merge,25,10000000,0,137357,199838,199838,0,0
HyperLogLog++,k=16,merge,25,10000000,1,137357,199099,199099,0,0
HyperLogLog++,k=16,merge,25,10000000,2,137357,199483,199483,0,0
HyperLogLog++,k=16,merge,25,10000000,3,137357,198668,198668,0,0
HyperLogLog++,k=16,merge,25,10000000,4,137357,199190,199190,0,0
HyperLogLog++,k=16,merge,25,10000000,5,137357,198602,198602,0,0
HyperLogLog++,k=16,merge,25,10000000,6,137357,200318,200318,0,0
HyperLogLog++,k=16,merge,25,10000000,7,137357,198926,198926,0,0
HyperLogLog++,k=16,merge,25,10000000,8,137357,199773,199773,0,0
HyperLogLog++,k=16,merge,25,10000000,9,137357,198903,198903,0,0
HyperLogLog++,k=16,merge,25,10000000,10,137357,199416,199416,0,0
HyperLogLog++,k=16,merge,25,10000000,11,137357,199210,199210,0,0
HyperLogLog++,k=16,merge,25,10000000,12,137357,199381,199381,0,0
HyperLogLog++,k=16,merge,25,10000000,13,137357,198187,198187,0,0
HyperLogLog++,k=16,merge,25,10000000,14,137357,198664,198664,0,0
HyperLogLog++,k=16,merge,25,10000000,15,137357,200050,200050,0,0
HyperLogLog++,k=16,merge,25,10000000,16,137357,198850,198850,0,0
HyperLogLog++,k=16,merge,25,10000000,17,137357,198907,198907,0,0
HyperLogLog++,k=16,merge,25,10000000,18,137357,199096,199096,0,0
HyperLogLog++,k=16,merge,25,10000000,19,137357,198629,198629,0,0
HyperLogLog++,k=16,merge,25,10000000,20,137357,199421,199421,0,0
HyperLogLog++,k=16,merge,25,10000000,21,137357,199462,199462,0,0
HyperLogLog++,k=16,merge,25,10000000,22,137357,198698,198698,0,0
HyperLogLog++,k=16,merge,25,10000000,23,137357,200564,200564,0,0
HyperLogLog++,k=16,merge,25,10000000,24,137357,198997,198997,0,0
HyperLogLog++,k=16,merge,25,10000000,0,10032018,199119,199119,0,0
HyperLogLog++,k=16,merge,25,10000000,1,10032018,198430,198430,0,0
HyperLogLog++,k=16,merge,25,10000000,2,10032018,199472,199472,0,0
HyperLogLog++,k=16,merge,25,10000000,3,10032018,199355,199355,0,0
HyperLogLog++,k=16,merge,25,10000000,4,10032018,199108,199108,0,0
HyperLogLog++,k=16,merge,25,10000000,5,10032018,199221,199221,0,0
HyperLogLog++,k=16,merge,25,10000000,6,10032018,199036,199036,0,0
HyperLogLog++,k=16,merge,25,10000000,7,10032018,200283,200283,0,0
HyperLogLog++,k=16,merge,25,10000000,8,10032018,199167,199167,0,0
HyperLogLog++,k=16,merge,25,10000000,9,10032018,199638,199638,0,0
HyperLogLog++,k=16,merge,25,10000000,10,10032018,197935,197935,0,0
HyperLogLog++,k=16,merge,25,10000000,11,10032018,198797,198797,0,0
HyperLogLog++,k=16,merge,25,10000000,12,10032018,199948,199948,0,0
HyperLogLog++,k=16,merge,25,10000000,13,10032018,199049,199049,0,0
HyperLogLog++,k=16,merge,25,10000000,14,10032018,199745,199745,0,0
HyperLogLog++,k=16,merge,25,10000000,15,10032018,199021,199021,0,0
HyperLogLog++,k=16,merge,25,10000000,16,10032018,198988,198988,0,0
HyperLogLog++,k=16,merge,25,10000000,17,10032018,199509,199509,0,0
HyperLogLog++,k=16,merge,25,10000000,18,10032018,199463,199463,0,0
HyperLogLog++,k=16,merge,25,10000000,19,10032018,199538,199538,0,0
HyperLogLog++,k=16,merge,25,10000000,20,10032018,198747,198747,0,0
HyperLogLog++,k=16,merge,25,10000000,21,10032018,199772,199772,0,0
HyperLogLog++,k=16,merge,25,10000000,22,10032018,199637,199637,0,0
HyperLogLog++,k=16,merge,25,10000000,23,10032018,199231,199231,0,0
HyperLogLog++,k=16,merge,25,10000000,24,10032018,199562,199562,0,0
HyperLogLog++,k=16,merge,25,10000000,0,29042026,197661,197661,0,0
HyperLogLog++,k=16,merge,25,10000000,1,29042026,198312,198312,0,0
HyperLogLog++,k=16,merge,25,10000000,2,29042026,200162,200162,0,0
HyperLogLog++,k=16,merge,25,10000000,3,29042026,197570,197570,0,0
HyperLogLog++,k=16,merge,25,10000000,4,29042026,199188,199188,0,0
HyperLogLog++,k=16,merge,25,10000000,5,29042026,198857,198857,0,0
HyperLogLog++,k=16,merge,25,10000000,6,29042026,198339,198339,0,0
HyperLogLog++,k=16,merge,25,10000000,7,29042026,198675,198675,0,0
HyperLogLog++,k=16,merge,25,10000000,8,29042026,199312,199312,0,0
HyperLogLog++,k=16,merge,25,10000000,9,29042026,198415,198415,0,0
HyperLogLog++,k=16,merge,25,10000000,10,29042026,200706,200706,0,0
HyperLogLog++,k=16,merge,25,10000000,11,29042026,200276,200276,0,0
HyperLogLog++,k=16,merge,25,10000000,12,29042026,199689,199689,0,0
HyperLogLog++,k=16,merge,25,10000000,13,29042026,199131,199131,0,0
HyperLogLog++,k=16,merge,25,10000000,14,29042026,199437,199437,0,0
HyperLogLog++,k=16,merge,25,10000000,15,29042026,199487,199487,0,0
HyperLogLog++,k=16,merge,25,10000000,16,29042026,197846,197846,0,0
HyperLogLog++,k=16,merge,25,10000000,17,29042026,198836,198836,0,0
HyperLogLog++,k=16,merge,25,10000000,18,29042026,198995,198995,0,0
HyperLogLog++,k=16,merge,25,10000000,19,29042026,197967,197967,0,0
HyperLogLog++,k=16,merge,25,10000000,20,29042026,197819,197819,0,0
HyperLogLog++,k=16,merge,25,10000000,21,29042026,198875,198875,0,0
HyperLogLog++,k=16,merge,25,10000000,22,29042026,199783,199783,0,0
HyperLogLog++,k=16,merge,25,10000000,23,29042026,199561,199561,0,0
HyperLogLog++,k=16,merge,25,10000000,24,29042026,198416,198416,0,0
HyperLogLog++,k=16,merge,25,10000000,0,21041998,1907805,1907805,0,0
